listing_title,tradein_title,listing_price,tradein_value,difference,location,url
Apple iPhone 12 Pro Max,iPhone 12 Pro,400.0,270,-130.0,"Aurora, CO",https://www.facebook.com/marketplace/item/473387201917307/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
UNLOCKED APPLE IPHONE 12 PRO 128GB,iPhone 12 Pro,400.0,270,-130.0,"Aurora, CO",https://www.facebook.com/marketplace/item/423897273846241/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
unlocked iphone 13 pro max 256gb (cracked),iPhone 13 Pro Max,580.0,450,-130.0,"Denver, CO",https://www.facebook.com/marketplace/item/999947538229915/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
IPHONE 11.,iPhone 11,300.0,170,-130.0,"Brighton, CO",https://www.facebook.com/marketplace/item/1624980284918493/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 128GB Unlocked,iPhone 13 Pro,500.0,370,-130.0,"Denver, CO",https://www.facebook.com/marketplace/item/1836063830230936/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14,iPhone 14,500.0,370,-130.0,"Denver, CO",https://www.facebook.com/marketplace/item/1507859436794052/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 128GB Unlocked,iPhone 13 Pro,500.0,370,-130.0,"Denver, CO",https://www.facebook.com/marketplace/item/1419997705372338/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 14 98% Battery,iPhone 14,500.0,370,-130.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/380109521163914/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Green iPhone 13 Pro Max,iPhone 13 Pro,500.0,370,-130.0,"Aurora, CO",https://www.facebook.com/marketplace/item/1111076643257955/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Pro Max 128gb Gray Carrier Unlocked READ,iPhone 12 Pro,400.0,270,-130.0,"Denver, CO",https://www.facebook.com/marketplace/item/782256960691917/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max (Camera cover broken),iPhone 13 Pro,500.0,370,-130.0,"Aurora, CO",https://www.facebook.com/marketplace/item/868476918411325/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max,iPhone 11,300.0,170,-130.0,"Arvada, CO",https://www.facebook.com/marketplace/item/3606543886274384/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 14 Plus 256gb (Unlocked),iPhone 14,500.0,370,-130.0,"Denver, CO",https://www.facebook.com/marketplace/item/283234351534808/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 128GB Unlocked,iPhone 13 Pro,500.0,370,-130.0,"Denver, CO",https://www.facebook.com/marketplace/item/7452363701557089/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max,iPhone 11 Pro,350.0,220,-130.0,"Hereford, TX",https://www.facebook.com/marketplace/item/750355633666328/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Pro Max 256 GB (Verizon),iPhone 12 Pro,400.0,270,-130.0,"Fort Collins, CO",https://www.facebook.com/marketplace/item/1143943903518468/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
"iPhone 13, 512G, Unlocked Midnight (Black). Condition Good.",iPhone 13,430.0,300,-130.0,"Aurora, CO",https://www.facebook.com/marketplace/item/1387257535318617/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro,iPhone 13 Pro,500.0,370,-130.0,"Pueblo, CO",https://www.facebook.com/marketplace/item/1158023701992186/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Graphite 128GB,iPhone 13 Pro,500.0,370,-130.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/776817697508281/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked iPhone 14 Pro Max,iPhone 14,500.0,370,-130.0,"Denver, CO",https://www.facebook.com/marketplace/item/448456067894001/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 12 Pro Max,iPhone 12 Pro,400.0,270,-130.0,"Franktown, CO",https://www.facebook.com/marketplace/item/811185033923487/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro 128GB Unlocked,iPhone 13 Pro,500.0,370,-130.0,"Denver, CO",https://www.facebook.com/marketplace/item/830914445562644/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked iPhone 13 Pro Max 256gb Light Blue,iPhone 13 Pro Max,580.0,450,-130.0,"Denver, CO",https://www.facebook.com/marketplace/item/680725544188172/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 11 pro max 64gb unlocked,iPhone 11,300.0,170,-130.0,"Westminster, CO",https://www.facebook.com/marketplace/item/429563270029935/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
UNLOCKED APPLE IPHONE 13 128GB ANY CARRIER PINK,iPhone 13,429.0,300,-129.0,"Aurora, CO",https://www.facebook.com/marketplace/item/977649783851298/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked iPhone 13 mini 128GB - We Buy - Sell - Trade all Apple Products,iPhone 13 mini,399.0,270,-129.0,"Fort Collins, CO",https://www.facebook.com/marketplace/item/436794695829310/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
APPLE IPhone 14 pro max unlocked /Liberado,iPhone 14 Pro,645.0,520,-125.0,"Denver, CO",https://www.facebook.com/marketplace/item/919214733290288/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple Iphone 12 pro max unlcoked/Liberado,iPhone 12 Pro Max,475.0,350,-125.0,"Denver, CO",https://www.facebook.com/marketplace/item/1700534133813672/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple iPhone XS 256GB Unlocked Verizon AT&T T-Mobile Metro Cricket Telcel Mexico Simple Mint,iPhone X,220.0,100,-120.0,"Grand Junction, CO",https://www.facebook.com/marketplace/item/1437123683840580/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Pro max 256gb,iPhone 12,320.0,200,-120.0,"Denver, CO",https://www.facebook.com/marketplace/item/929631145569596/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Mini (Like New!!),iPhone 12,320.0,200,-120.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1171258027382740/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
UNLOCKED IPHONE XR 128gb,iPhone X,220.0,100,-120.0,"Denver, CO",https://www.facebook.com/marketplace/item/985354703146997/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 11 pro max 256 gb,iPhone 11 Pro,335.0,220,-115.0,"Denver, CO",https://www.facebook.com/marketplace/item/843075384350380/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple iPhone XS 256GB Unlocked Verizon AT&T T-Mobile Metro Cricket Telcel Mexico Simple Mint,iPhone XS,220.0,110,-110.0,"Grand Junction, CO",https://www.facebook.com/marketplace/item/1437123683840580/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
UNLOCKED iPhone 13 mini pink 128gb,iPhone 13 mini,380.0,270,-110.0,"Denver, CO",https://www.facebook.com/marketplace/item/1131801838133136/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 128GB UNLOCKED - BRAND NEW,iPhone 14,480.0,370,-110.0,"Denver, CO",https://www.facebook.com/marketplace/item/361512283216521/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Brand new IPhone 11,iPhone 11,280.0,170,-110.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1865948787168094/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
UNLOCKED IPHONE XR 128gb,iPhone XR,220.0,110,-110.0,"Denver, CO",https://www.facebook.com/marketplace/item/985354703146997/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Pro,iPhone 12 Pro,375.0,270,-105.0,"Fort Collins, CO",https://www.facebook.com/marketplace/item/980872096921880/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max,iPhone 11,275.0,170,-105.0,"Aurora, CO",https://www.facebook.com/marketplace/item/356644903845438/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 mint green AT&T 128GB,iPhone 12,300.0,200,-100.0,"Parker, CO",https://www.facebook.com/marketplace/item/384158087739591/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
IPHONE 13 PRO MAX GRAY $550,iPhone 13 Pro Max,550.0,450,-100.0,"Denver, CO",https://www.facebook.com/marketplace/item/761925349463791/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
128GB iPhone 13 Pro Max - UNLOCKED,iPhone 13 Pro Max,550.0,450,-100.0,"Denver, CO",https://www.facebook.com/marketplace/item/479557767936601/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max,iPhone 13 Pro Max,550.0,450,-100.0,"Westminster, CO",https://www.facebook.com/marketplace/item/750952730491482/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12,iPhone 12,300.0,200,-100.0,"Los Lunas, NM",https://www.facebook.com/marketplace/item/1644244846326597/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 8 Plus,iPhone 8,150.0,50,-100.0,"Aurora, CO",https://www.facebook.com/marketplace/item/1859811571188337/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12,iPhone 12,300.0,200,-100.0,"Denver, CO",https://www.facebook.com/marketplace/item/461365922972987/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 12 Pro Max 256 GB,iPhone 12 Pro Max,450.0,350,-100.0,"Denver, CO",https://www.facebook.com/marketplace/item/770666818484864/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone xs max 64gb unlocked,iPhone X,200.0,100,-100.0,"Westminster, CO",https://www.facebook.com/marketplace/item/983079493487643/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked iPhone 12 Pro Max 128gb Gold,iPhone 12 Pro Max,450.0,350,-100.0,"Denver, CO",https://www.facebook.com/marketplace/item/1145608376690458/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Pro 128 GB unlocked,iPhone 12,300.0,200,-100.0,"Albuquerque, NM",https://www.facebook.com/marketplace/item/485377590717496/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Emerald Green IPhone 13 Pro Max,iPhone 13 Pro Max,550.0,450,-100.0,"Denver, CO",https://www.facebook.com/marketplace/item/1143182806949473/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 12,iPhone 12,300.0,200,-100.0,"Aurora, CO",https://www.facebook.com/marketplace/item/806010241627486/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone Xs Max Pro,iPhone X,200.0,100,-100.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/370162485418746/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
IPhone 12 Pro Max,iPhone 12,300.0,200,-100.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1083697069570234/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Pink Iphone 13,iPhone 13,400.0,300,-100.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/767973701923828/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
APPLE IPHONE 13 128GB T-MOBILE,iPhone 13,400.0,300,-100.0,"Aurora, CO",https://www.facebook.com/marketplace/item/1165755704616217/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 64GB UNLOCKED,iPhone 12,300.0,200,-100.0,"Denver, CO",https://www.facebook.com/marketplace/item/482861127398443/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 - 64gb (T-mobile ),iPhone 12,300.0,200,-100.0,"Denver, CO",https://www.facebook.com/marketplace/item/1563316420900402/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Cracked Iphone 12 pro max white - 256gb,iPhone 12 Pro Max,450.0,350,-100.0,"Denver, CO",https://www.facebook.com/marketplace/item/330592509934231/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13,iPhone 13,400.0,300,-100.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/408555228477174/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12,iPhone 12,300.0,200,-100.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/771750888475527/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
unlocked iphone 13!,iPhone 13,400.0,300,-100.0,"Broomfield, CO",https://www.facebook.com/marketplace/item/273181415821904/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 12 Pro 256gb,iPhone 12 Pro,370.0,270,-100.0,"Westminster, CO",https://www.facebook.com/marketplace/item/318852627950921/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 12 64 unlocked obo mint green,iPhone 12,300.0,200,-100.0,"Littleton, CO",https://www.facebook.com/marketplace/item/430932269864442/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 unlocked 128 GB,iPhone 13,400.0,300,-100.0,"Denver, CO",https://www.facebook.com/marketplace/item/3307424972884841/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
APPLE IPHONE 13 128GB T-MOBILE,iPhone 13,400.0,300,-100.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/765051602450108/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13,iPhone 13,400.0,300,-100.0,"Dillon, CO",https://www.facebook.com/marketplace/item/1366342721424377/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple iPhone 12 Pro Max 128gb gold - (line in screen),iPhone 12 Pro Max,450.0,350,-100.0,"Denver, CO",https://www.facebook.com/marketplace/item/895331192356552/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 512 GB great condition,iPhone 13 Pro Max,550.0,450,-100.0,"Fort Collins, CO",https://www.facebook.com/marketplace/item/1189918332024103/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked iPhone 13 mini 128GB - We Buy - Sell - Trade all Apple Products,iPhone 13,399.0,300,-99.0,"Fort Collins, CO",https://www.facebook.com/marketplace/item/436794695829310/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 13 (blue) 128gb,iPhone 13,395.0,300,-95.0,"Denver, CO",https://www.facebook.com/marketplace/item/3771402556516064/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 11 128gb Unlocked,iPhone 11,265.0,170,-95.0,"Denver, CO",https://www.facebook.com/marketplace/item/1053532289778194/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple iPhone 12 Pro,iPhone 12 Pro,360.0,270,-90.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/220463834455284/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone Xs Max Pro,iPhone XS,200.0,110,-90.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/370162485418746/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 unlocked. No sim restrictions. $460,iPhone 14,460.0,370,-90.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/475833441565290/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13,iPhone 13,390.0,300,-90.0,"Denver, CO",https://www.facebook.com/marketplace/item/347030111678295/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone xs max 64gb unlocked,iPhone XS,200.0,110,-90.0,"Westminster, CO",https://www.facebook.com/marketplace/item/983079493487643/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 128gb unlocked,iPhone 11,250.0,170,-80.0,"Aurora, CO",https://www.facebook.com/marketplace/item/3284507445027396/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 14 Plus 256gb (Unlocked),iPhone 14 Plus,500.0,420,-80.0,"Denver, CO",https://www.facebook.com/marketplace/item/283234351534808/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Mini Black 64 GB Cricket,iPhone 12 mini,250.0,170,-80.0,"Denver, CO",https://www.facebook.com/marketplace/item/1431471547556064/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max 64G,iPhone 11 Pro,300.0,220,-80.0,"Denver, CO",https://www.facebook.com/marketplace/item/763205182687084/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max,iPhone 13 Pro,450.0,370,-80.0,"Greeley, CO",https://www.facebook.com/marketplace/item/1234810520841281/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 13 pro max,iPhone 13 Pro,450.0,370,-80.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/245609445286773/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max,iPhone 11 Pro Max,350.0,270,-80.0,"Hereford, TX",https://www.facebook.com/marketplace/item/750355633666328/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone Xs Max,iPhone X,180.0,100,-80.0,"Denver, CO",https://www.facebook.com/marketplace/item/325457333930152/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
UNLOCKED iPhone 13 mini pink 128gb,iPhone 13,380.0,300,-80.0,"Denver, CO",https://www.facebook.com/marketplace/item/1131801838133136/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
New iPhone 11,iPhone 11,250.0,170,-80.0,"Rapid City, SD",https://www.facebook.com/marketplace/item/994693602308869/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13,iPhone 13,380.0,300,-80.0,"Denver, CO",https://www.facebook.com/marketplace/item/860090505953147/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max,iPhone 11 Pro,300.0,220,-80.0,"Arvada, CO",https://www.facebook.com/marketplace/item/3606543886274384/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 11 64gb,iPhone 11,250.0,170,-80.0,"Fountain, CO",https://www.facebook.com/marketplace/item/435990972401136/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 12 pro 128gb,iPhone 12 Pro,350.0,270,-80.0,"Pueblo, CO",https://www.facebook.com/marketplace/item/427422670214584/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 ProMax,iPhone 13 Pro,450.0,370,-80.0,"Sterling, CO",https://www.facebook.com/marketplace/item/1526120751272852/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone XR Black 64gb - Factory unlocked,iPhone X,180.0,100,-80.0,"Denver, CO",https://www.facebook.com/marketplace/item/985735966285194/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Pro UNLOCKED,iPhone 12 Pro,350.0,270,-80.0,"Farmington, NM",https://www.facebook.com/marketplace/item/971883387820740/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
UNLOCKED APPLE IPHONE 12 64GB ANY CARRIER,iPhone 12,280.0,200,-80.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/428550329944610/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11Pro 256gb Verizon,iPhone 11,250.0,170,-80.0,"Fort Collins, CO",https://www.facebook.com/marketplace/item/1991889414560433/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
