listing_title,tradein_title,listing_price,tradein_value,difference,location,url
Iphone 12 Pro Max 256 GB,iPhone 12 Pro,450.0,270,-180.0,"Denver, CO",https://www.facebook.com/marketplace/item/770666818484864/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked iPhone 12,iPhone 12,380.0,200,-180.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1007632154058650/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 512 GB great condition,iPhone 13 Pro,550.0,370,-180.0,"Fort Collins, CO",https://www.facebook.com/marketplace/item/1189918332024103/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 13 256gb blue - UNLOCKED,iPhone 13,480.0,300,-180.0,"Denver, CO",https://www.facebook.com/marketplace/item/1190309731975029/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max 256G,iPhone 11 Pro,400.0,220,-180.0,"Parker, CO",https://www.facebook.com/marketplace/item/1475250276748722/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro,iPhone 13 Pro,550.0,370,-180.0,"Greeley, CO",https://www.facebook.com/marketplace/item/419327381017641/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Emerald Green IPhone 13 Pro Max,iPhone 13 Pro,550.0,370,-180.0,"Denver, CO",https://www.facebook.com/marketplace/item/1143182806949473/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 Plus,iPhone 14 Plus,600.0,420,-180.0,"Denver, CO",https://www.facebook.com/marketplace/item/1145682036708418/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Unlocked + Screen Protectors,iPhone 11 Pro,400.0,220,-180.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1676764036400725/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked iPhone 13 256gb Midnight,iPhone 13,480.0,300,-180.0,"Denver, CO",https://www.facebook.com/marketplace/item/1104750153918033/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple iPhone 12 Pro Max 128gb gold - (line in screen),iPhone 12 Pro,450.0,270,-180.0,"Denver, CO",https://www.facebook.com/marketplace/item/895331192356552/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14,iPhone 14,550.0,370,-180.0,"Aurora, CO",https://www.facebook.com/marketplace/item/3030021380472725/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
128GB iPhone 13 Pro Max - UNLOCKED,iPhone 13 Pro,550.0,370,-180.0,"Denver, CO",https://www.facebook.com/marketplace/item/479557767936601/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13,iPhone 13,480.0,300,-180.0,"Monument, CO",https://www.facebook.com/marketplace/item/985945193236600/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max 265gb,iPhone 11 Pro Max,450.0,270,-180.0,"Aurora, CO",https://www.facebook.com/marketplace/item/1818491351969247/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max,iPhone 11,350.0,170,-180.0,"Hereford, TX",https://www.facebook.com/marketplace/item/750355633666328/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 mini,iPhone 12 mini,350.0,170,-180.0,"Littleton, CO",https://www.facebook.com/marketplace/item/2317807335074646/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Purple iPhone 14 --128g,iPhone 14,550.0,370,-180.0,"Parker, CO",https://www.facebook.com/marketplace/item/1152223042588792/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max,iPhone 13 Pro,550.0,370,-180.0,"Westminster, CO",https://www.facebook.com/marketplace/item/750952730491482/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked iPhone 12 Pro Max 128gb Gold,iPhone 12 Pro,450.0,270,-180.0,"Denver, CO",https://www.facebook.com/marketplace/item/1145608376690458/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro,iPhone 11,350.0,170,-180.0,"Denver, CO",https://www.facebook.com/marketplace/item/1155515358815698/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max matte green - unlocked,iPhone 11 Pro,400.0,220,-180.0,"Denver, CO",https://www.facebook.com/marketplace/item/724700599650703/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Cracked Iphone 12 pro max white - 256gb,iPhone 12 Pro,450.0,270,-180.0,"Denver, CO",https://www.facebook.com/marketplace/item/330592509934231/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
IPHONE 13 PRO MAX GRAY $550,iPhone 13 Pro,550.0,370,-180.0,"Denver, CO",https://www.facebook.com/marketplace/item/761925349463791/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 14 128g,iPhone 14,550.0,370,-180.0,"Denver, CO",https://www.facebook.com/marketplace/item/1472549520304534/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked iPhone 13 256gb Midnight,iPhone 13,480.0,300,-180.0,"Denver, CO",https://www.facebook.com/marketplace/item/441055631968852/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro 64gb Black AT&T/Cricket,iPhone 11,350.0,170,-180.0,"Denver, CO",https://www.facebook.com/marketplace/item/443233335150400/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 pro max 128gbs,iPhone 14 Pro,700.0,520,-180.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/443096634994962/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple iPhone 11 Pro Max 256gb space grey - unlocked,iPhone 11 Pro Max,450.0,270,-180.0,"Denver, CO",https://www.facebook.com/marketplace/item/1525114921378038/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
IPHONE 12 64GB - $50 DOWN,iPhone 12,379.0,200,-179.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1592870128229324/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
IPHONE XR 128GB - $50 DOWN,iPhone X,279.0,100,-179.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/2177951255934595/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 12 pro max 128/256gb,iPhone 12 Pro Max,525.0,350,-175.0,"Aurora, CO",https://www.facebook.com/marketplace/item/2708771382615733/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Pro,iPhone 12,375.0,200,-175.0,"Fort Collins, CO",https://www.facebook.com/marketplace/item/980872096921880/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro 256g Excellent Condition,iPhone 13 Pro,540.0,370,-170.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/330498153277581/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 12 Pro 256gb,iPhone 12,370.0,200,-170.0,"Westminster, CO",https://www.facebook.com/marketplace/item/318852627950921/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked iPhone 12 Pro Max 128gb Gold,iPhone 12 Pro Max,520.0,350,-170.0,"Denver, CO",https://www.facebook.com/marketplace/item/473979068352947/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 11 64gb *price is negotiable*,iPhone 11,340.0,170,-170.0,"Thornton, CO",https://www.facebook.com/marketplace/item/980747706578656/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Nice Unlocked IPhone XR,iPhone X,270.0,100,-170.0,"Denver, CO",https://www.facebook.com/marketplace/item/420466557628557/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Pro Max 256Gigs,iPhone 12 Pro Max,520.0,350,-170.0,"Denver, CO",https://www.facebook.com/marketplace/item/1695484351259303/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
IPHONE XR 128GB - $50 DOWN,iPhone XR,279.0,110,-169.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/2177951255934595/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 11 pro max 256 gb,iPhone 11,335.0,170,-165.0,"Denver, CO",https://www.facebook.com/marketplace/item/843075384350380/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Nice Unlocked IPhone XR,iPhone XR,270.0,110,-160.0,"Denver, CO",https://www.facebook.com/marketplace/item/420466557628557/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 pro 128gb unlocked,iPhone 13 Pro,530.0,370,-160.0,"Denver, CO",https://www.facebook.com/marketplace/item/402022072827057/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple iPhone 12 Pro,iPhone 12,360.0,200,-160.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/220463834455284/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
IPhone 13 mini - PAYMENT PLANS AVAILABLE,iPhone 13,459.0,300,-159.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1466161877588514/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 512GB Unlocked,iPhone 13 Pro,525.0,370,-155.0,"Thornton, CO",https://www.facebook.com/marketplace/item/487406970303183/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple Iphone 14 plus Unlock/Liberado,iPhone 14 Plus,575.0,420,-155.0,"Denver, CO",https://www.facebook.com/marketplace/item/963342625290423/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 512GB Unlocked,iPhone 13 Pro,525.0,370,-155.0,"Denver, CO",https://www.facebook.com/marketplace/item/483526260827332/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14,iPhone 14,525.0,370,-155.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/939592654417727/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 512GB Unlocked,iPhone 13 Pro,525.0,370,-155.0,"Broomfield, CO",https://www.facebook.com/marketplace/item/1219931622338209/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Nice IPhone 11 Pro,iPhone 11 Pro,375.0,220,-155.0,"Denver, CO",https://www.facebook.com/marketplace/item/993904629407285/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 512GB Unlocked,iPhone 13 Pro,525.0,370,-155.0,"Westminster, CO",https://www.facebook.com/marketplace/item/754083816894067/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Apple iPhone 12,iPhone 12,350.0,200,-150.0,"Littleton, CO",https://www.facebook.com/marketplace/item/962595975511239/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 12 Pro Max,iPhone 12 Pro Max,500.0,350,-150.0,"Denver, CO",https://www.facebook.com/marketplace/item/330974646688515/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 ProMax,iPhone 13,450.0,300,-150.0,"Sterling, CO",https://www.facebook.com/marketplace/item/1526120751272852/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 12 pro max 128/256/512,iPhone 12 Pro Max,500.0,350,-150.0,"Aurora, CO",https://www.facebook.com/marketplace/item/881472227150745/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked iPhone 13 128gb White,iPhone 13,450.0,300,-150.0,"Denver, CO",https://www.facebook.com/marketplace/item/470094458845381/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 unlocked,iPhone 12,350.0,200,-150.0,"Fountain, CO",https://www.facebook.com/marketplace/item/833967648789070/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Pro UNLOCKED,iPhone 12,350.0,200,-150.0,"Farmington, NM",https://www.facebook.com/marketplace/item/971883387820740/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 Pro Max,iPhone 14 Pro,670.0,520,-150.0,"Littleton, CO",https://www.facebook.com/marketplace/item/1430925931120458/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked iPhone 13 128gb Pink,iPhone 13,450.0,300,-150.0,"Denver, CO",https://www.facebook.com/marketplace/item/834332218582923/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 256GB Unlocked,iPhone 13 Pro,520.0,370,-150.0,"Denver, CO",https://www.facebook.com/marketplace/item/7365653696879925/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 256GB Unlocked,iPhone 13 Pro,520.0,370,-150.0,"Denver, CO",https://www.facebook.com/marketplace/item/1069317524763334/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 256GB Unlocked,iPhone 13 Pro,520.0,370,-150.0,"Thornton, CO",https://www.facebook.com/marketplace/item/908589461021820/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
IPhone 13,iPhone 13,450.0,300,-150.0,"Westcliffe, CO",https://www.facebook.com/marketplace/item/476802758049609/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
PINK IPHONE 13 128gb - FACTORY UNLOCKED,iPhone 13,450.0,300,-150.0,"Denver, CO",https://www.facebook.com/marketplace/item/1175100720180121/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Iphone 12 pro 128gb,iPhone 12,350.0,200,-150.0,"Pueblo, CO",https://www.facebook.com/marketplace/item/427422670214584/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Product red iPhone 13 for Verizon 128 GB ￼,iPhone 13,450.0,300,-150.0,"Westminster, CO",https://www.facebook.com/marketplace/item/436633222493414/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 13 pro max,iPhone 13,450.0,300,-150.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/245609445286773/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 mini,iPhone 12,350.0,200,-150.0,"Littleton, CO",https://www.facebook.com/marketplace/item/2317807335074646/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked IPhone 13,iPhone 13,450.0,300,-150.0,"Aurora, CO",https://www.facebook.com/marketplace/item/1098336554580627/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 128 GB,iPhone 13,450.0,300,-150.0,"Aurora, CO",https://www.facebook.com/marketplace/item/472680578459758/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Pro Max,iPhone 12 Pro Max,500.0,350,-150.0,"Denver, CO",https://www.facebook.com/marketplace/item/2164881467193468/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Unlocked iPhone 13 128gb Pink,iPhone 13,450.0,300,-150.0,"Denver, CO",https://www.facebook.com/marketplace/item/359583033433216/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max,iPhone 13,450.0,300,-150.0,"Greeley, CO",https://www.facebook.com/marketplace/item/1234810520841281/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Mini (Like New!!),iPhone 12 mini,320.0,170,-150.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1171258027382740/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max 256GB Unlocked,iPhone 13 Pro,520.0,370,-150.0,"Denver, CO",https://www.facebook.com/marketplace/item/1803036963535755/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 12 64gb unlocked,iPhone 12,350.0,200,-150.0,"Denver, CO",https://www.facebook.com/marketplace/item/2304297473235646/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12 Pro Max (Gold/256GB/Unlocked,iPhone 12 Pro Max,500.0,350,-150.0,"Denver, CO",https://www.facebook.com/marketplace/item/732040562461510/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Vendo iPhone 12,iPhone 12,350.0,200,-150.0,"Parker, CO",https://www.facebook.com/marketplace/item/1743936303092059/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
UNLOCKED IPHONE 13 128gb - PINK,iPhone 13,450.0,300,-150.0,"Denver, CO",https://www.facebook.com/marketplace/item/1138192414132766/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 13,iPhone 13,450.0,300,-150.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/778072764183306/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 13 plus for sale. old phone i’ve since upgraded to a 14 pro max so no longer in need of this,iPhone 13,450.0,300,-150.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/261293183694118/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13,iPhone 13,440.0,300,-140.0,"Westminster, CO",https://www.facebook.com/marketplace/item/2127924347566004/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 12,iPhone 12,340.0,200,-140.0,"Littleton, CO",https://www.facebook.com/marketplace/item/945093530648810/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 Verizon service,iPhone 14,500.0,370,-130.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1334065407299781/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max matte green - unlocked,iPhone 11 Pro Max,400.0,270,-130.0,"Denver, CO",https://www.facebook.com/marketplace/item/724700599650703/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max 256G,iPhone 11 Pro Max,400.0,270,-130.0,"Parker, CO",https://www.facebook.com/marketplace/item/1475250276748722/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
IPhone 11,iPhone 11,300.0,170,-130.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/980001613804049/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
Like new iPhone 12 Pro Max 128gb unlocked. Can be used worldwide!!,iPhone 12 Pro,400.0,270,-130.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/862438169054005/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro Max 64G,iPhone 11,300.0,170,-130.0,"Denver, CO",https://www.facebook.com/marketplace/item/763205182687084/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iphone 14 plus 128GB t-moblie & sprint,iPhone 14,500.0,370,-130.0,"Denver, CO",https://www.facebook.com/marketplace/item/2735710533252425/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro 64gb Black AT&T/Cricket,iPhone 11 Pro,350.0,220,-130.0,"Denver, CO",https://www.facebook.com/marketplace/item/443233335150400/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
VERIZON iPhone 13 Pro - 128Gb - Graphite,iPhone 13 Pro,500.0,370,-130.0,"Peyton, CO",https://www.facebook.com/marketplace/item/335132909614132/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 11 Pro,iPhone 11 Pro,350.0,220,-130.0,"Denver, CO",https://www.facebook.com/marketplace/item/1155515358815698/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max AT&T,iPhone 13 Pro,500.0,370,-130.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/1838793046568093/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 14 Plusu 512 GB,iPhone 14,500.0,370,-130.0,"Colorado Springs, CO",https://www.facebook.com/marketplace/item/944092967387285/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
iPhone 13 Pro Max de 128 GB y 85% de estado de batería,iPhone 13 Pro,500.0,370,-130.0,"Fort Lupton, CO",https://www.facebook.com/marketplace/item/320018717818624/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD
