title,price,url,location
iPhone Xs Max,180.0,https://www.facebook.com/marketplace/item/325457333930152/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 12,500.0,https://www.facebook.com/marketplace/item/1505294046737569/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Apple IPhone 15 128 GB Unlocked (Black),650.0,https://www.facebook.com/marketplace/item/388463306924889/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 13 Pro Max 512GB Unlocked,525.0,https://www.facebook.com/marketplace/item/487406970303183/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Thornton, CO"
iPhone 13 Pro Max 512GB Unlocked,525.0,https://www.facebook.com/marketplace/item/1219931622338209/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Broomfield, CO"
Iphone 12,250.0,https://www.facebook.com/marketplace/item/807140238087009/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Liberal, KS"
iPhone 12,255.0,https://www.facebook.com/marketplace/item/1560309514512068/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Apple iPhone 11 (UNLOCKED),190.0,https://www.facebook.com/marketplace/item/1176707373373424/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 11 128GB Unlocked,220.0,https://www.facebook.com/marketplace/item/1146642466451178/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 11,110.0,https://www.facebook.com/marketplace/item/974596664409022/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Fort Collins, CO"
iPhone 11 - purple,200.0,https://www.facebook.com/marketplace/item/1133608831232049/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 11 64gb At&t & Cricket,200.0,https://www.facebook.com/marketplace/item/1199081671252328/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Broomfield, CO"
iphone 11 pro max 256 gb,335.0,https://www.facebook.com/marketplace/item/843075384350380/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iphone 11 64gb boost mobile,180.0,https://www.facebook.com/marketplace/item/363371776850962/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 13 Pro Max de 128 GB y 85% de estado de batería,500.0,https://www.facebook.com/marketplace/item/320018717818624/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Fort Lupton, CO"
iPhone XR,50.0,https://www.facebook.com/marketplace/item/1540443560152760/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Broomfield, CO"
Apple iPhone 11 Pro Max 512gb white - unlocked,500.0,https://www.facebook.com/marketplace/item/974053014212986/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Iphone 12 pro 128gb,350.0,https://www.facebook.com/marketplace/item/427422670214584/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Pueblo, CO"
iPhone 13 ProMax,450.0,https://www.facebook.com/marketplace/item/1526120751272852/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Sterling, CO"
Unlocked iPhone 13 256gb Midnight,480.0,https://www.facebook.com/marketplace/item/1104750153918033/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 13 Pro,200.0,https://www.facebook.com/marketplace/item/977540070545188/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
I Phone 11,300.0,https://www.facebook.com/marketplace/item/2509969029190925/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Brighton, CO"
iPhone 15 en venta 🔥,80.0,https://www.facebook.com/marketplace/item/1839510653189973/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
I phone 13 still in great condition like new minor dirt but can easily clean,350.0,https://www.facebook.com/marketplace/item/5940533659403712/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 12,120.0,https://www.facebook.com/marketplace/item/463351126285722/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Westminster, CO"
iPhone 11 Pro Max 256G,400.0,https://www.facebook.com/marketplace/item/1475250276748722/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Parker, CO"
iPhone 13pro max,600.0,https://www.facebook.com/marketplace/item/821336256237795/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Longmont, CO"
iPhone 13 Pro Max 256GB Unlocked,520.0,https://www.facebook.com/marketplace/item/7365653696879925/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iphone 11 liberado galaxy s21 liberado galaxy s20 plus liberado VER PRECIOS EN FOTOS,200.0,https://www.facebook.com/marketplace/item/1186160586162165/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
Apple iPhone 12 Pro Max 128gb gold - (line in screen),450.0,https://www.facebook.com/marketplace/item/895331192356552/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Emerald Green IPhone 13 Pro Max,550.0,https://www.facebook.com/marketplace/item/1143182806949473/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Iphone 12 Pro 256gb,480.0,https://www.facebook.com/marketplace/item/1098348324725093/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Parker, CO"
Apple Iphone 13 Pro Max Unlocked/Liberado,645.0,https://www.facebook.com/marketplace/item/1555124882002659/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 12,340.0,https://www.facebook.com/marketplace/item/945093530648810/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Littleton, CO"
iPhone 11,125.0,https://www.facebook.com/marketplace/item/1559507751275406/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Albuquerque, NM"
iPhone 13 Pro Max 512 GB great condition,550.0,https://www.facebook.com/marketplace/item/1189918332024103/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Fort Collins, CO"
iPhone 11 Pro Max 64G,300.0,https://www.facebook.com/marketplace/item/763205182687084/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iphone 15 pro max 256 GB,950.0,https://www.facebook.com/marketplace/item/363447940084851/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Parker, CO"
iPhone XR,100.0,https://www.facebook.com/marketplace/item/351953117996840/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Littleton, CO"
iphone xr 64GB UNLOCKED,150.0,https://www.facebook.com/marketplace/item/475680444945380/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Iphone 11 64gb Unlocked,245.0,https://www.facebook.com/marketplace/item/1483143718950194/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Unlocked iPhone 12 Pro Max 128gb Gold,520.0,https://www.facebook.com/marketplace/item/473979068352947/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Apple iPhone X,140.0,https://www.facebook.com/marketplace/item/475732684838223/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 11 Pro Max,300.0,https://www.facebook.com/marketplace/item/3606543886274384/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Arvada, CO"
Apple iphone opened,50.0,https://www.facebook.com/marketplace/item/1504892470453764/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iPhone 12 mini,350.0,https://www.facebook.com/marketplace/item/2317807335074646/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Littleton, CO"
iPhone 14,550.0,https://www.facebook.com/marketplace/item/3030021380472725/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
I phone 15 pro max 256 gb T-mobile,850.0,https://www.facebook.com/marketplace/item/1366362204755728/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Englewood, CO"
iPhone Xs 256 GB Gold,150.0,https://www.facebook.com/marketplace/item/1115277426195733/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Berthoud, CO"
Iphone 11 64gb,250.0,https://www.facebook.com/marketplace/item/435990972401136/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Fountain, CO"
512gb Iphone 12 pro max - matte blue (Unlocked),580.0,https://www.facebook.com/marketplace/item/860296929473309/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 12 - 64gb (T-mobile ),300.0,https://www.facebook.com/marketplace/item/1563316420900402/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
UNLOCKED APPLE IPHONE 13 128GB ANY CARRIER PINK,429.0,https://www.facebook.com/marketplace/item/977649783851298/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iPhone 12 64GB White Unlocked in perfect condition,275.0,https://www.facebook.com/marketplace/item/7563434827044442/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Evergreen, CO"
iPhone 12 Black,199.0,https://www.facebook.com/marketplace/item/1397843587602877/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Littleton, CO"
iPhone 13 Pro 128GB Unlocked,500.0,https://www.facebook.com/marketplace/item/830914445562644/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Apple iPhone 12,350.0,https://www.facebook.com/marketplace/item/962595975511239/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Littleton, CO"
iphone 13,300.0,https://www.facebook.com/marketplace/item/822291493086854/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Longmont, CO"
iphone,350.0,https://www.facebook.com/marketplace/item/757187619612168/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Longmont, CO"
iPhone 13 Pro Max 512GB Unlocked,525.0,https://www.facebook.com/marketplace/item/754083816894067/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Westminster, CO"
iPhone 13 128 GB,450.0,https://www.facebook.com/marketplace/item/472680578459758/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
At&t Apple iphone 12,250.0,https://www.facebook.com/marketplace/item/2119024808498109/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Lone Tree, CO"
128GB iPhone 13 Pro Max - UNLOCKED,550.0,https://www.facebook.com/marketplace/item/479557767936601/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 8 Plus,150.0,https://www.facebook.com/marketplace/item/1859811571188337/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iPhone 11 Pro Max - CSU Surplus Property,210.0,https://www.facebook.com/marketplace/item/2418551578330022/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Fort Collins, CO"
Unlocked iPhone 13 128gb Pink,450.0,https://www.facebook.com/marketplace/item/834332218582923/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Iphone 12 Pro Max 256 GB,450.0,https://www.facebook.com/marketplace/item/770666818484864/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Unlocked iPhone 13 Pro 128gb Gold,580.0,https://www.facebook.com/marketplace/item/3496754243803965/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Unlocked iPhone 13 128gb White,450.0,https://www.facebook.com/marketplace/item/470094458845381/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 11 128GB Unlocked,220.0,https://www.facebook.com/marketplace/item/812753520807685/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 12,300.0,https://www.facebook.com/marketplace/item/461365922972987/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iphone 11 64gb boost mobile,180.0,https://www.facebook.com/marketplace/item/981192480385846/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Westminster, CO"
UNLOCKED IPHONE 15 pro max 256gb black (with box),1000.0,https://www.facebook.com/marketplace/item/1116411619416309/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 11 64gb At&t & Cricket,200.0,https://www.facebook.com/marketplace/item/1688773418321381/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
IPHONE 15 pro max 256gb,900.0,https://www.facebook.com/marketplace/item/259941657177534/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Littleton, CO"
UNLOCKED iPhone 12 - 128GB,250.0,https://www.facebook.com/marketplace/item/1552047652076748/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Alamosa, CO"
iphone 11 64gb boost mobile,180.0,https://www.facebook.com/marketplace/item/1667787467329989/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Thornton, CO"
Apple iPhone 12 Pro Max - 128GB - Silver (Unlocked) - EXCELLENT CONDITION,550.0,https://www.facebook.com/marketplace/item/765037692478642/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Unlocked iPhone 13 Pro Max 256gb Light Blue,580.0,https://www.facebook.com/marketplace/item/680725544188172/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Iphone 14,400.0,https://www.facebook.com/marketplace/item/3665855410322130/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Farmington, NM"
iPhone 13 Pro Max 256GB Unlocked,520.0,https://www.facebook.com/marketplace/item/908589461021820/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Thornton, CO"
iPhone 11 Pro Max 265gb,450.0,https://www.facebook.com/marketplace/item/1818491351969247/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iPhone 11,150.0,https://www.facebook.com/marketplace/item/2500060217050599/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
APPLE IPHONE 15 PRO 128GB AT&T CRICKET,650.0,https://www.facebook.com/marketplace/item/691153753124956/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iphone xr 64GB UNLOCKED,150.0,https://www.facebook.com/marketplace/item/1210429623281078/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone Mini 13 Blue 164gig,440.0,https://www.facebook.com/marketplace/item/1428622247821749/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Morrison, CO"
iPhone 7 - Used - Unlocked- 32 GB - Factory Reset - No SIM Card,60.0,https://www.facebook.com/marketplace/item/2197991590566431/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 11 Pro Max,350.0,https://www.facebook.com/marketplace/item/750355633666328/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Hereford, TX"
Unlocked iPhone 13 Pro 128gb Light Blue,580.0,https://www.facebook.com/marketplace/item/1665917154174987/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
I phone 13 max Pro,600.0,https://www.facebook.com/marketplace/item/869641524986306/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Amarillo, TX"
iphone 15 plus AT&T or cricket,600.0,https://www.facebook.com/marketplace/item/977467793866221/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone 13,350.0,https://www.facebook.com/marketplace/item/1184340199391898/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iPhone 12,250.0,https://www.facebook.com/marketplace/item/1411919719691817/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iPhone 13 Pro Max,550.0,https://www.facebook.com/marketplace/item/750952730491482/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Westminster, CO"
iPhone 12 Pro Max 256gb,550.0,https://www.facebook.com/marketplace/item/2900730206735449/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
Casetify IPhone 11 Pro Max cases!,10.0,https://www.facebook.com/marketplace/item/861528346004600/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Colorado Springs, CO"
iPhone 11 64GB,250.0,https://www.facebook.com/marketplace/item/756738239961173/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Parker, CO"
Apple iPhone 15 Pro Max 512GB,700.0,https://www.facebook.com/marketplace/item/436575285978468/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Cheyenne, WY"
iPhone XR 64gb locked w/ straight talk,60.0,https://www.facebook.com/marketplace/item/995079348679319/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Evanston, WY"
iPhone 12 Pro Max (Gold/256GB/Unlocked,500.0,https://www.facebook.com/marketplace/item/732040562461510/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
¡Phone15,700.0,https://www.facebook.com/marketplace/item/1649991715826638/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
UNLOCKED IPHONE XR 128gb,220.0,https://www.facebook.com/marketplace/item/985354703146997/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone,90.0,https://www.facebook.com/marketplace/item/1158106481888022/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
IPHONE 11.,300.0,https://www.facebook.com/marketplace/item/1624980284918493/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Brighton, CO"
💰💰 Apple iPhone (buyer)and iPads and macbooks 💰💰,500.0,https://www.facebook.com/marketplace/item/821094059542453/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iphone 15 plus 512gb unlocked,950.0,https://www.facebook.com/marketplace/item/444450918303826/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
GOLD IPHONE 13 PRO 128gb - UNLOCKED,600.0,https://www.facebook.com/marketplace/item/457627893569618/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
UNLOCKED IPHONE 📱,250.0,https://www.facebook.com/marketplace/item/671316458473625/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iPhone 7,60.0,https://www.facebook.com/marketplace/item/1615671522564224/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iPhone,100.0,https://www.facebook.com/marketplace/item/324312207029815/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
i phone 8 plus red,200.0,https://www.facebook.com/marketplace/item/1167865711155907/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Hudson, CO"
