title,price,url,location
iphone xr,150.0,https://www.facebook.com/marketplace/item/334529802740276/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Commerce City, CO"
Unlocked iPhone 12 Pro Max 128gb Gold,450.0,https://www.facebook.com/marketplace/item/1145608376690458/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Unlocked iPhone 13 Pro 128gb Gold,580.0,https://www.facebook.com/marketplace/item/1106334250441274/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
UNLOCKED APPLE IPHONE 15 PRO 128GB,850.0,https://www.facebook.com/marketplace/item/1666931497392789/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
iPhone SE (2nd gen),80.0,https://www.facebook.com/marketplace/item/7786590161376173/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Aurora, CO"
IPhone 13 pro Max Gold unlocked,640.0,https://www.facebook.com/marketplace/item/1391273631588299/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
iphone 14 plus,750.0,https://www.facebook.com/marketplace/item/746295310910154/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Pueblo, CO"
Cell phone,125.0,https://www.facebook.com/marketplace/item/1100789467656978/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Broomfield, CO"
Nice Unlocked IPhone XR,270.0,https://www.facebook.com/marketplace/item/420466557628557/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
Unlocked iPhone 13 Pro 128gb Blue,580.0,https://www.facebook.com/marketplace/item/997878107940367/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4a46c779-0bbe-40aa-9f69-a527c73ab697&__tn__=!%3AD,"Denver, CO"
