title,mileage,price,location,link,date_scraped
2006 Nissan altima 2.5 S Sedan 4D,160K miles,"$1,000","Buckeye, AZ",www.facebook.com/marketplace/item/5546895462091177/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
2009 Nissan altima 2.5 S Coupe 2D,95K miles,"$6,999","Green Valley, AZ",www.facebook.com/marketplace/item/720062162818654/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Cars Sally pez,,$10,Ships to you,www.facebook.com/marketplace/item/1406192916586458/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Die Cast Cars,,$10,"Peoria, AZ",www.facebook.com/marketplace/item/1311704909646475/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Cars,,$20,"North Las Vegas, NV",www.facebook.com/marketplace/item/585740989963481/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
The Chevron Cars Cary Carrier Only Truck No. 14 - 1998,,$15,Ships to you,www.facebook.com/marketplace/item/5860286440734056/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Cars For Sales on Monthly Payments-Financed,,$1,"Vista, CA",www.facebook.com/marketplace/item/528896225466119/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Cars diecast,,$10,Ships to you,www.facebook.com/marketplace/item/771880610718441/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Mini Diecast Car Lot (16 Cars),,$25,Ships to you,www.facebook.com/marketplace/item/732653498227822/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Die Cast Cars,,$8,"Maricopa, AZ",www.facebook.com/marketplace/item/410895411242086/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Diecast cars,,$10,Ships to you,www.facebook.com/marketplace/item/2211841188990797/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Disaster cars,,$15,Ships to you,www.facebook.com/marketplace/item/606406558154173/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Pixar cars lot,,$40,Ships to you,www.facebook.com/marketplace/item/5673306116067991/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Cars,,$35,Ships to you,www.facebook.com/marketplace/item/420397343251939/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
New Mini Cars (Sally/EAAY police),,$26,Ships to you,www.facebook.com/marketplace/item/899241214564713/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hot Wheel cars- $5,,$5,Ships to you,www.facebook.com/marketplace/item/462372515441606/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Toy Cars: Lamborghini Murciealago Replica Cars 1:18 Scale,,$250,Ships to you,www.facebook.com/marketplace/item/3247062438859817/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Matchbox cars lot,,$50,Ships to you,www.facebook.com/marketplace/item/735299697569751/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
1/64 cars,,$8,Ships to you,www.facebook.com/marketplace/item/497015438510250/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Nascar Cars,,$15,Ships to you,www.facebook.com/marketplace/item/1201086300499673/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Fast And Furious Cars,,$13,"San Diego, CA",www.facebook.com/marketplace/item/1079277966116739/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Petal Cars for Sale,,$1,Ships to you,www.facebook.com/marketplace/item/424818946294560/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
"#5123 HOT WHEELS Cars NIB GT,CHEVY, MCLAREN",,$18,Ships to you,www.facebook.com/marketplace/item/522518386227298/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
19 Hot Wheels Marvel Character Cars,,$60,Ships to you,www.facebook.com/marketplace/item/592583495987871/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hot Wheels Cars Toys,,$5,Ships to you,www.facebook.com/marketplace/item/563967735111473/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Vintage Ertl Daffy Duck/ Road Runner Toy Cars,,$15,Ships to you,www.facebook.com/marketplace/item/734104044800803/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Cars for Sale!  Indoors in Tempe.  Over 700 brand new and used ready to drive home,,"$22,222","Tempe, AZ",www.facebook.com/marketplace/item/1203391283947603/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
(4) Toy Cars Lot 30,,$4,Ships to you,www.facebook.com/marketplace/item/692068109231006/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Johnny Lightning Cars Speed Racer,,$20,Ships to you,www.facebook.com/marketplace/item/8414216215318063/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hot Wheels & Misc Matchbox Cars,,$25,Ships to you,www.facebook.com/marketplace/item/881897609905111/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
"Vintage MG toy car, rusty patina",,$5,"Clarkdale, AZ",www.facebook.com/marketplace/item/482123670637050/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Car case With Or With Out Cars,,$15,Ships to you,www.facebook.com/marketplace/item/2466048826869243/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hot wheel cars,,$18,Ships to you,www.facebook.com/marketplace/item/832070584650800/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
1/36 Diecast cars,,$15,Ships to you,www.facebook.com/marketplace/item/468901497860436/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Die cast cars,,$10,"Buckeye, AZ",www.facebook.com/marketplace/item/604487944498754/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Diecast cars lot of 5,,$20,Ships to you,www.facebook.com/marketplace/item/995347188086722/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Matchbox and hot wheels cars,,$150,Ships to you,www.facebook.com/marketplace/item/733048405157855/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Mini Cars,,$15,"Temecula, CA",www.facebook.com/marketplace/item/2131173150417196/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
2 Tootsie Toy Cars 40’s/50’s & 1 Matchbox Truck 1976,,$8,Ships to you,www.facebook.com/marketplace/item/5958632780837022/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
"Disney /Pixar Cars Launcher , Jeff Corvette.",,$19,Ships to you,www.facebook.com/marketplace/item/561748072615167/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
(2) Toy Shark cars Lot 215,,$4,Ships to you,www.facebook.com/marketplace/item/1113426086058457/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Disney and Hasbro McDonald's Toy cars 2018. Lot of 2,,$2.25,Ships to you,www.facebook.com/marketplace/item/520828709902132/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Lot of Cars and Vehicles,,$5,Ships to you,www.facebook.com/marketplace/item/804807010759250/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Cars Big Play Set for Sale,,$15,Ships to you,www.facebook.com/marketplace/item/1350183228879035/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Automoblox Wooden cars,,$30,Ships to you,www.facebook.com/marketplace/item/528424552051757/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Disney Pixar Cars Pair Plastic Swimways 2010,,$8,Ships to you,www.facebook.com/marketplace/item/1439892789799489/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Vintage Toy Cars,,$5,Ships to you,www.facebook.com/marketplace/item/1428480287981937/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Misc. toy cars,,$8,Ships to you,www.facebook.com/marketplace/item/416709363977167/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
2 hot wheel cars $5,,$5,Ships to you,www.facebook.com/marketplace/item/640398704056193/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
"Metal Pull Back Cars, Up Grade 8 Pack Kids Die-cast Alloy Toy Vehicles",,$10,Ships to you,www.facebook.com/marketplace/item/1520238121735101/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
2003 Hot wheels cereal cars,,$5,Ships to you,www.facebook.com/marketplace/item/5116035605191720/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Disney Pixar Cars BOB CUTLASS Mattel Toy Car,,$6,Ships to you,www.facebook.com/marketplace/item/1206338323321621/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Disney Pixar Cars 2016 Mattel Mini Racers Lot of 5 Diecast Toys,,$27,Ships to you,www.facebook.com/marketplace/item/669358964745873/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Kids Toy Car,,$10,"Gilbert, AZ",www.facebook.com/marketplace/item/5824450170968856/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
race car transport truck w/ 4 race cars,,$7,Ships to you,www.facebook.com/marketplace/item/2707947982670648/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hot wheels cars lot,,$16,Ships to you,www.facebook.com/marketplace/item/660955741989378/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Disney cars playset,,$20,Ships to you,www.facebook.com/marketplace/item/455757849682132/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
"Disney Pixar Cars, Racing Red Lightning McQueen",,$12,Ships to you,www.facebook.com/marketplace/item/1332266900870075/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Paw Patrol Train Track Tower And Cars,,$40,"Mesa, AZ",www.facebook.com/marketplace/item/1280685666119377/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Disney Pixar Cars Talking Ice Racer Lightning McQueen,,$15,Ships to you,www.facebook.com/marketplace/item/836585714076364/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
"Disney Pixar Cars, Ralph Carlow",,$10,Ships to you,www.facebook.com/marketplace/item/388533953400320/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Marvel Cars NEE,,$12,Ships to you,www.facebook.com/marketplace/item/1279324706152251/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Toy Cars Lap Leaders Express Wheels Diecast Set,,$15,Ships to you,www.facebook.com/marketplace/item/752290859438230/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hot whees Character Cars Star Wars Super Mario Darth Vader Luigi,,$5,"Spring Valley, CA",www.facebook.com/marketplace/item/1152111975648663/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
New Disney Pixar cars die cast race car toys | holiday Xmas gift shopping | sarge,,$7.70,Ships to you,www.facebook.com/marketplace/item/832852431285170/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
2007 Mazda mazda6,180K miles,"$4,000","Chandler, AZ",www.facebook.com/marketplace/item/708859797575659/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
2021 Honda accord Sport,20K miles,"$23,000","Phoenix, AZ",www.facebook.com/marketplace/item/5378593542244674/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
2011 BMW 328i Convertible,,"$15,750","Mesa, AZ",www.facebook.com/marketplace/item/567618435231592/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
2004 Honda accord LX Sedan 4D,164K miles,"$3,950","Peoria, AZ",www.facebook.com/marketplace/item/727977022192972/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
2012 CHRYSLER 300 ***buy here pay here***,Dealership,$999,"Phoenix, AZ",www.facebook.com/marketplace/item/1428925637603795/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
2009 Ford fusion SEL Sedan 4D,106K miles,"$3,850","Tucson, AZ",www.facebook.com/marketplace/item/712320353586768/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
2007 Honda accord EX Sedan 4D,235K miles,"$4,800","Glendale, AZ",www.facebook.com/marketplace/item/515028107243658/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Matchbox Toys cars,,$20,Ships to you,www.facebook.com/marketplace/item/3444935002493414/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
2018 USED cars,60K miles,"$1,000","Tolleson, AZ",www.facebook.com/marketplace/item/5802990999759347/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Diecast Model Car Lot For Sale,,$60,"Gilbert, AZ",www.facebook.com/marketplace/item/611977483953246/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Johnny Lightening 1/64 scale cars from 1997-2007. $10 each.,,$10,"Maricopa, AZ",www.facebook.com/marketplace/item/1333376333898816/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hot wheels vintage Black Wall Cars (VHTF BLUE TRUCK WITH THE BIKES THAT ACTUALLY HAVE THEIR HANDLE ),,$65,Ships to you,www.facebook.com/marketplace/item/703328197829063/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
"Muscle machines, chase cars for trade",,"$76,530","Buckeye, AZ",www.facebook.com/marketplace/item/852497675736997/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Cars,,$20,Ships to you,www.facebook.com/marketplace/item/730702321651844/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
7 fast and furious cars,,$200,Ships to you,www.facebook.com/marketplace/item/4856350134493844/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
NASCAR 1/24 Diecast Lot of 15 Cars,,$250,Ships to you,www.facebook.com/marketplace/item/3371502479844561/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Matchbox cars,,$100,Ships to you,www.facebook.com/marketplace/item/2136566616731726/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Jada toys 1/32 diecast cars,,$20,Ships to you,www.facebook.com/marketplace/item/1138022773736648/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
"Cars, Cars, And Trucks Ready To Roll Out! We are located Inside The Grants Indoor Flea Market.",,$18,Ships to you,www.facebook.com/marketplace/item/5498027200324993/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Disney CARS (2),,$30,Ships to you,www.facebook.com/marketplace/item/462430939162573/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Cars,,$3,Ships to you,www.facebook.com/marketplace/item/5781427901870692/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Cars For Sale! Carros Para La Venta!,,"$1,500","Las Vegas, NV",www.facebook.com/marketplace/item/2152763004912382/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
#5125 HOT WHEELS cars NIB,,$25,Ships to you,www.facebook.com/marketplace/item/1053905628584863/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Cars for sale-new and used--better than the dealership,,"$22,222","Gilbert, AZ",www.facebook.com/marketplace/item/939657060549932/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Misc Toy Trucks And Cars,,$25,"Tucson, AZ",www.facebook.com/marketplace/item/6159095774159493/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hot Wheels Star Wars Character Cars C-3PO Die Cast,,$4,Ships to you,www.facebook.com/marketplace/item/691097182665810/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Classic Cars Lint brush,,$15,"San Tan Valley, AZ",www.facebook.com/marketplace/item/741718840709001/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hot wheels cars,,$100,Ships to you,www.facebook.com/marketplace/item/842692160234841/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
"Vintage 40+ Diecast Toy Cars (Matchbox, Zylmex , Hot Wheels, Tomica ) Vehicles 1969-2016",,$45,Ships to you,www.facebook.com/marketplace/item/970945653536260/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
K Line 4 aluminum passenger cars 18 inch,,$190,"Tempe, AZ",www.facebook.com/marketplace/item/716887136487265/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Collectible Die Cast cars,,$18,Ships to you,www.facebook.com/marketplace/item/3287945988158128/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
romote control police cars,,$10,Ships to you,www.facebook.com/marketplace/item/2268509833358241/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Lot mini cars,,$20,Ships to you,www.facebook.com/marketplace/item/1772800382906780/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hot Wheels / Die Cast Cars - Lot of 27,,$20,Ships to you,www.facebook.com/marketplace/item/1304851716797661/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Take Apart Toy Car,,$5,"Surprise, AZ",www.facebook.com/marketplace/item/5299886260139171/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Disney Pixar Movie Cars Toy Car Diecast Vehicle Piston Cup # 52 Leak Less,,$6,Ships to you,www.facebook.com/marketplace/item/1223492188241492/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Toys- Die Cast Cars Hot Wheels Etc.,,$1,Ships to you,www.facebook.com/marketplace/item/2349437311885590/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
4 Disney Cars Toon Monster Trucks From Maters tall tales  And 1 Hot Wheels Truck,,$60,"Buckeye, AZ",www.facebook.com/marketplace/item/5926998920741143/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Hot Wheels 5 cars on each pack,,$17,"Las Vegas, NV",www.facebook.com/marketplace/item/827290248545517/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
4 toy cars,,$5,Ships to you,www.facebook.com/marketplace/item/3231323200489788/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
"Disney Pixar Cars, Mack",,$15,Ships to you,www.facebook.com/marketplace/item/1221466011938106/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Last one- Complete set - 5 cars Fast Wagons,,$40,Ships to you,www.facebook.com/marketplace/item/875874100283922/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Chevron Car Special Edition Hope for Breast Cancer 2001 Edition,,$10,Ships to you,www.facebook.com/marketplace/item/2888363508136819/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
Original speed racer cars,,$400,Ships to you,www.facebook.com/marketplace/item/4732232683527071/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
NiB Kids cars Bundle,,$30,Ships to you,www.facebook.com/marketplace/item/1272305693351973/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A646c145e-404d-46fb-863e-62474a8482a8&__tn__=!%3AD,2023-02-28
