title,mileage,price,location,link,date_scraped
2013 Jeep compass Latitude Sport Utility 4D,121K miles · Dealership,"$7,995","Midvale, UT",www.facebook.com/marketplace/item/1104634653501714/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2004 Mazda mazda6,,"$4,990","North Salt Lake, UT",www.facebook.com/marketplace/item/547769913965703/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2006 Jeep liberty,189K miles,"$4,300","Salt Lake City, UT",www.facebook.com/marketplace/item/484717310540669/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Hyundai elantra Hatchback 4D,120K miles,"$10,995","Idaho Falls, ID",www.facebook.com/marketplace/item/872475420647187/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2016 Kia soul,122K miles,"$9,788","Nampa, ID",www.facebook.com/marketplace/item/782952493413778/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2012 Honda civic EX Sedan 4D,129K miles,"$8,995","Boise, ID",www.facebook.com/marketplace/item/1840945482921188/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2022 Subaru ascent Onyx Edition,8.4K miles,"$38,500","Twin Falls, ID",www.facebook.com/marketplace/item/591704792476337/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2016 Chrysler 200 LX Sedan 4D,138K miles,"$6,450","Salem, UT",www.facebook.com/marketplace/item/209401954999421/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1950 Plymouth,10K miles,$600,"Hazelton, ID",www.facebook.com/marketplace/item/672151124602274/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2013 Kia optima SX Sedan 4D,103K miles,"$11,995","Boise, ID",www.facebook.com/marketplace/item/1537780176691807/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2010 Honda civic,114K miles,"$7,500","Salt Lake City, UT",www.facebook.com/marketplace/item/846295949918468/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2010 Nissan sentra SE-R Spec V Sedan 4D,90K miles,"$5,000","Sandy, UT",www.facebook.com/marketplace/item/838465263887111/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2015 Dodge charger,143K miles,"$12,700","Salt Lake City, UT",www.facebook.com/marketplace/item/1522345488251145/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2022 Nissan sentra SV,300 miles,"$23,055","Twin Falls, ID",www.facebook.com/marketplace/item/1329025287921716/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2012 BMW series 3,104K miles,"$10,500","Elko, NV",www.facebook.com/marketplace/item/576474333926607/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2016 Ford fusion Titanium Sedan 4D,141K miles,"$9,900","Morgan, UT",www.facebook.com/marketplace/item/3290491184501953/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2013 Hyundai sonata GLS Sedan 4D,81K miles,"$8,999","Orem, UT",www.facebook.com/marketplace/item/594697148821571/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2013 Dodge avenger,146K miles,"$7,000","Rexburg, ID",www.facebook.com/marketplace/item/1548248698976706/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Kia optima LX Sedan 4D,78K miles,"$11,000","South Jordan, UT",www.facebook.com/marketplace/item/1338173020365270/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2016 Toyota prius,81K miles,"$14,495","Boise, ID",www.facebook.com/marketplace/item/513950660802249/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2015 Nissan altima,154K miles,"$6,500","Salt Lake City, UT",www.facebook.com/marketplace/item/1318310632290126/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2016 Hyundai sonata,96K miles,"$11,991","Idaho Falls, ID",www.facebook.com/marketplace/item/1047524492763533/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2015 Volkswagen eos Komfort Convertible 2D,55K miles,"$17,500","Rigby, ID",www.facebook.com/marketplace/item/1539615106510214/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Toyota prius Plus Hatchback 4D,58K miles,"$23,990","American Fork, UT",www.facebook.com/marketplace/item/958827928835328/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2008 BMW m6 Convertible 2D,103K miles,"$14,999","Orem, UT",www.facebook.com/marketplace/item/494331609370471/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1999 Mercury tracer GS Sedan 4D,168K miles,"$3,900","Rexburg, ID",www.facebook.com/marketplace/item/3225034781044369/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2002 Chrysler sebring Limited Convertible 2D,113K miles,"$6,000","Clearfield, UT",www.facebook.com/marketplace/item/867990817835055/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2004 Honda s2000 Convertible 2D,154K miles,"$35,000","Logan, UT",www.facebook.com/marketplace/item/1185532565677832/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1999 Subaru impreza Outback Sport Wagon 4D,90K miles,"$123,456","Roy, UT",www.facebook.com/marketplace/item/1072817136928056/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Toyota prius Two Hatchback 4D,94K miles,"$20,995","Idaho Falls, ID",www.facebook.com/marketplace/item/393567409498233/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2015 Kia optima,121K miles,"$9,900","Salt Lake City, UT",www.facebook.com/marketplace/item/838807100446273/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2020 Hyundai elantra SEL Sedan 4D,35K miles,"$18,300","Salt Lake City, UT",www.facebook.com/marketplace/item/486812056759503/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2016 Toyota prius v Two Wagon 4D,140K miles,"$14,500","Taylorsville, UT",www.facebook.com/marketplace/item/864693668114493/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2018 Chevrolet malibu LT Sedan 4D,123K miles,"$12,950","Idaho Falls, ID",www.facebook.com/marketplace/item/565017155472087/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2007 BMW,126K miles · Dealership,"$6,995","Boise, ID",www.facebook.com/marketplace/item/504468048189298/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2010 Mazda mazda3 s sport,138K miles · Dealership,"$7,999","Boise, ID",www.facebook.com/marketplace/item/550217883713423/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2016 Toyota prius c Three Hatchback 4D,79K miles · Dealership,"$13,999","Salt Lake City, UT",www.facebook.com/marketplace/item/1619799011818748/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2005 Honda accord EX Sedan 4D,180K miles,"$4,100","Salt Lake City, UT",www.facebook.com/marketplace/item/6252679578079479/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2016 Audi a5,123K miles,"$28,000","Bluffdale, UT",www.facebook.com/marketplace/item/1202766140327674/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Chevrolet malibu,99K miles,"$13,990","Salt Lake City, UT",www.facebook.com/marketplace/item/1300361277462106/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2021 Toyota camry se SE,53K miles,"$23,998","Salt Lake City, UT",www.facebook.com/marketplace/item/2048732085331446/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2015 Infiniti q50 3.7 Premium Sedan 4D,92K miles,"$18,521","Salt Lake City, UT",www.facebook.com/marketplace/item/509295863893642/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1964 Buick skylark,39K miles,"$29,987","Draper, UT",www.facebook.com/marketplace/item/221493707102619/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2012 Honda civic EX-L Sedan 4D,107K miles,"$8,990","Orem, UT",www.facebook.com/marketplace/item/1660794711023868/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1998 Honda civic EX Sedan 4D,202K miles,"$2,250","Rexburg, ID",www.facebook.com/marketplace/item/856517642298184/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Nissan rogue SV Sport Utility 4D,180K miles,"$9,490","West Jordan, UT",www.facebook.com/marketplace/item/1256958468431879/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2015 Nissan altima 2.5 S Sedan 4D,148K miles,"$7,999","Salt Lake City, UT",www.facebook.com/marketplace/item/508421277863162/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2013 Kia forte EX Sedan 4D,141K miles,$500,"Provo, UT",www.facebook.com/marketplace/item/1351714192263100/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2018 Volkswagen tiguan 2.0T S 4MOTION Sport Utility 4D,46K miles,"$23,500","Pocatello, ID",www.facebook.com/marketplace/item/1167259283876196/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2016 Chrysler 300 series,47K miles,"$20,499","Boise, ID",www.facebook.com/marketplace/item/1345375159608707/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Chevrolet cruze LT Sedan 4D,90K miles,$500,"Springville, UT",www.facebook.com/marketplace/item/547957153876767/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2022 Ford maverick XLT,11K miles,"$41,000","Idaho Falls, ID",www.facebook.com/marketplace/item/943289410375340/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1987 GMC rally wagon 1500,200K miles,"$5,000","Ogden, UT",www.facebook.com/marketplace/item/805210100542606/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2022 Kia sorento Plug In Hybrid SX,14K miles,"$53,232","Logan, UT",www.facebook.com/marketplace/item/1222060878655381/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2020 Toyota corolla,69K miles,"$26,000","Shelley, ID",www.facebook.com/marketplace/item/1346421669428780/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2015 Chrysler 200,128K miles,"$10,290","Idaho Falls, ID",www.facebook.com/marketplace/item/694621995376284/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1976 Porsche 1976 s,87K miles,"$70,000","Midvale, UT",www.facebook.com/marketplace/item/1201850960703154/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1966 Chevrolet nova,74K miles,"$46,000","Logan, UT",www.facebook.com/marketplace/item/677415003801394/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2006 Land Rover lr3 SE Sport Utility 4D,200K miles,"$2,500","Rupert, ID",www.facebook.com/marketplace/item/1276516423080867/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2018 Toyota prius Premium Hatchback 4D,90K miles,"$26,000","Orem, UT",www.facebook.com/marketplace/item/678840006914077/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2007 Mazda mazda3 MAZDASPEED3 Grand Touring Hatchback 4D,61K miles,"$6,499","American Fork, UT",www.facebook.com/marketplace/item/688138242824135/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1991 Honda accord EX Sedan 4D,255K miles,"$2,500","Idaho Falls, ID",www.facebook.com/marketplace/item/608954770569957/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2010 Chevrolet cobalt LS Sedan 4D,167K miles · Dealership,"$5,000","Idaho Falls, ID",www.facebook.com/marketplace/item/601153704779162/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2004 Volkswagen jetta GL Sedan 4D,108K miles,"$4,500","Boise, ID",www.facebook.com/marketplace/item/1386351552175405/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2006 Acura tsx Sedan 4D,120K miles,"$8,000","Kuna, ID",www.facebook.com/marketplace/item/1359331181491630/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2018 Honda civic,55K miles · Dealership,"$15,995","Midvale, UT",www.facebook.com/marketplace/item/1396138481215130/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2003 Audi tt Coupe 2D,118K miles,"$3,500","Provo, UT",www.facebook.com/marketplace/item/1156454015263353/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1995 Pontiac grand prix,161K miles,"$1,500","Blackfoot, ID",www.facebook.com/marketplace/item/5934195289980879/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
1995 Honda accord,177K miles,"$1,900","Lehi, UT",www.facebook.com/marketplace/item/910941780111077/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2006 Mazda mx-5 miata Convertible 2D,65K miles,"$8,200","Boise, ID",www.facebook.com/marketplace/item/701831431486227/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 . .,,"$2,000","Salt Lake City, UT",www.facebook.com/marketplace/item/611304460825217/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2017 Nissan altima 2.5 Sedan 4D,88K miles,"$9,950","Caldwell, ID",www.facebook.com/marketplace/item/731554435145245/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2009 Smart fortwo Passion Hatchback Coupe 2D,100K miles,"$4,999","American Fork, UT",www.facebook.com/marketplace/item/2810217182447613/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2013 Honda civic LX Sedan 4D,79K miles,"$9,150","Provo, UT",www.facebook.com/marketplace/item/575279721189461/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
2012 Kia forte SX Sedan 4D,111K miles,"$4,900","Boise, ID",www.facebook.com/marketplace/item/666438817749909/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A102cf91d-8609-4710-83a4-7074c3eaa494&__tn__=!%3AD,2023-02-28
